/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_0.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_1.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_10.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_100.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_101.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_102.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_103.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_104.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_105.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_106.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_107.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_108.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_109.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_11.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_110.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_111.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_112.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_113.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_114.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_115.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_116.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_117.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_118.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_119.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_12.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_120.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_121.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_122.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_123.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_124.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_125.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_126.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_127.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_128.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_129.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_13.png,serrated
/Users/frank/Documents/maestria/propuesta/experiments/data/wl2nbi/fake_images_ck80/serrated_WL/video_1/serrated_WL_video_1_img_130.png,serrated
